warnum	obsnum	obsname	conqueror	loser	ccode1	ccode2	startdate	conqdate	resend	yearconq	default	conqflag	esw	firc	insurgency	resist	succeed	terraim	govtaim	ongoing	alldeaths	losdeaths	conqsize	lossize	countrysize	coord	cowinit	edel_threat	distance	contig	terrain	elevate	forest	culclash	relclash	relclash_sect	language_group_low	language_group_high	language	natl1	natl2	natl3	gdppc	gdppc2	yearonset	yearm1	polity_conq	politycq_onset	politycq_onsetm1	polity_los	energy	tpop	upop	polityls_onset	polityls_onsetm1	durat	soldperterr	mtnfor	urbpc	edel	lndurat	lnlosdeaths	lnlosdeathspc	lncqsize	lndist	lngdppc	lngdppc2	terraim_s	govtaim_s	alldeaths_s	losdeaths_s	lncqsize_s	soldperterr_s	polity_conq_s	polity_los_s	terrain_s	elevate_s	forest_s	mtnfor_s	lndurat_s	lnlosdeaths_s	lnlosdeathspc_s	distance_s	lndist_s	lngdppc_s	urbpc_s
139	139.7	"World War II"	"Germany"	"Greece"	255	350	"10/25/1940"	"6/1/1941"	"5/1/1945"	1941	1	0	0	0	0	1	1	2	2	1	18270	17024	680000	350000	130800	0	1	"No"	1806.433	6	21.8	2917	0.5051203	1	0	1	1	0	1	1	1	1	2223.0	2223.0	1940.0	1939.0	-9	-9	-9	-8	680	7400	883	-8	-8	220.0	1.6484233	36.156013	0.11932433	0.0	5.3936276	9.742379	0.8331441	13.429848	7.4991093	7.706613	7.706613	1.05141	1.0117159	-0.18277748	-0.18517812	1.2115856	0.90233076	-1.0344605	-0.83974665	0.053517368	-0.19498755	0.48081973	0.3429497	0.5340489	0.6588164	0.5592805	-0.25830218	0.22586119	0.43572557	0.23638247
103	103.0	"Second Balkan"	"Romania"	"Bulgaria"	360	355	"6/29/1913"	"7/31/1913"	"."	1913	1	1	0	0	0	0		1	0	0	26700	12000	800000	370000	110550	1	0	"No"	295.836	1	20.3	2925	0.31248304	0	0	0	1	0	1	1	1	1	1534.0	1534.0	1913.0	1912.0	-4	-4	-4	-9	265	4500	118	-9	-9	33.0	1.9791439	25.77415	0.026222222	0.0	3.4965076	9.392662	0.98082924	13.592367	5.689805	7.3356338	7.3356338	-0.057611503	-1.7705028	-0.17392915	-0.19653574	1.3014086	1.0287558	-0.2801664	-1.001803	-0.0180965	-0.19092074	-0.40554127	-0.2209951	-0.43851063	0.51847804	0.61757994	-0.7546628	-1.3649875	-0.02576514	-0.86713886
139	139.9	"World War II"	"Soviet Union"	"Bulgaria"	365	355	"6/22/1941"	"9/5/1944"	"."	1944	1	1	0	0	0	0		0	1	1		3000		450000	110550	0	0	"No"	1778.836	1	20.3	2925	0.31248304	0	0	0	0	0	1	1	1	1	1387.0	1387.0	1941.0	1940.0	-9	-9	-9	0	1731	6880	353	-10	-10	1172.0		25.77415	0.05130814	0.0	7.066467	8.006368	-0.83000636		7.4837146	7.2348986	7.2348986	-1.1666329	-0.37939346		-0.21688178			-1.0344605	0.45670432	-0.0180965	-0.19092074	-0.40554127	-0.2209951	1.3916308	-0.037829433	-0.0972566	-0.26737013	0.21232526	-0.15107766	-0.5698003
106	106.4	"World War I"	"Germany"	"Romania"	255	360	"8/27/1916"	"12/6/1916"		1916	0	1	0	0	0	0		1	0	1				750000	138000	0	1	"No"	1295.488	6	17.0	2544	0.29067746	1	0	1	1	0	1	1	1	1	1741.0	1741.0	1916.0	1915.0	2	2	2	-4	2018	8845	664	-4	-4	102.0		23.033873	0.075070664	0.0	4.624973				7.1666427	7.462215	7.462215	-0.057611503	-1.7705028					0.6249865	-0.19152117	-0.17564698	-0.38460237	-0.50587296	-0.36984754	0.13999763			-0.4261914	-0.06646337	0.1316993	-0.28814766
139	139.11	"World War II"	"Soviet Union"	"Romania"	365	360	"6/22/1941"	"8/24/1944"	"."	1944	1	0	0	0	0	0		1	1	1		169882	886491	450000	230340	0	0	"No"	1499.848	1	17.0	2544	0.29067746	0	0	0	1	0	1	1	1	1	1242.0	1242.0	1941.0	1940.0	-9	-9	-9	-7	7880	13700	1111	-7	-6	1160.0	1.3477145	23.033873	0.08109489	0.0	7.056175	12.042859	2.5177083	13.695026	7.313119	7.1244783	7.1244783	-0.057611503	-0.37939346		0.16038357	1.3581475	0.7873783	-1.0344605	-0.6776903	-0.17564698	-0.38460237	-0.50587296	-0.36984754	1.3863548	1.5819783	1.2242707	-0.35904163	0.06232734	-0.28843817	-0.21674366
139	139.2	"World War II"	"Germany"	"Norway"	255	385	"4/9/1940"	"6/9/1940"	"."	1940	1	0	0	0	0	0		2	2	1	3219	1333	107000	90000	307442	0	1	"No"	838.675	5	29.4	2472	0.39438656	0	0	0	0	0	1	1	1	1	4038.0	4038.0	1940.0	1939.0	-9	-9	-9	10	3633	2963	307	10	10	62.0	-1.0554576	34.419327	0.10361121	0.0	4.1271343	7.195187	-0.79877025	11.580585	6.7318234	8.303505	8.303505	1.05141	1.0117159	-0.19857536	-0.22065032	0.18951431	-0.1312859	-1.0344605	2.0772681	0.41636097	-0.4212036	-0.028687425	0.24861252	-0.115219526	-0.3633489	-0.08492599	-0.57629365	-0.4487825	1.178247	0.050137907
139	1006.0	"Germany-Denmark"	"Germany"	"Denmark"	255	390	"4/9/1940"	"4/9/1940"	"."	1940	0	0	0	1	0	0		0	1	1	13	13	1400		42434	0	1	"0"	355.091	1	0.0	180	0.13689916	0	0	0	0	0	1	1	1	1	5116.0	5116.0	1940.0	1939.0	-9	-9	-9	10	4644	3830	806	10	10	1.0	-3.4114778	6.844958	0.21044387	0.0	0.0	2.5649493	-5.685671	7.2442274	5.872374	8.540128	8.540128	-1.1666329	-0.37939346	-0.20194046	-0.2236344	-2.2071517	-1.0319253	-1.0344605	2.0772681	-0.98727083	-1.5863434	-1.2134365	-1.2492325	-2.230997	-2.2214217	-2.0140548	-0.7351925	-1.2044619	1.4726009	1.3164048
190	190.0	"Uganda-Tanzania"	"Tanzania"	"Uganda"	510	500	"10/25/1978"	"4/11/1979"	"."	1979	1	0	0	0	0	0		0	1	0	1973	1600	20000	21000	199710	0	0	"No"	1087.656	1	9.4	4489	0.310553	0	0	0	0	0	0	0	0	1	606.0	606.0	1978.0	1977.0	-6	-6	-6	-7	2958	13225	487	-7	-7	169.0	-2.301134	20.22765	0.036824197	0.0	5.1298985	7.377759	-2.1121054	9.903487	6.9917803	6.40688	6.40688	-1.1666329	-0.37939346	-0.1998832	-0.22004671	-0.7374025	-0.60747254	-0.581884	-0.6776903	-0.5384906	0.60413975	-0.4144217	-0.5222821	0.39884806	-0.29008445	-0.6033717	-0.49448204	-0.22021286	-1.181116	-0.7414757
938	938.0	"Ethiopia-Somalia"	"Ethiopia"	"Somalia"	530	520	"6/17/2006"	"1/12/2007"	"."	2006	1	0	1	0	0	1		0	1	0		1000	4000		637657	1	1	"Internal"	1067.703	1	12.6	2416	0.13201773	0	0	0	0	0	1	1	1	1	918.0	918.0	2006.0	2005.0	1	1	1	0				0	0	210.0	-5.071506	12.900887		0.0	5.3471074	6.9077554		8.294049	6.9732647	6.8221974	6.8221974	-1.1666329	-0.37939346		-0.22140312	-1.6269245	-1.6665068	0.47412774	0.45670432	-0.3857143	-0.44967124	-1.235897	-0.9202733	0.5102003	-0.47869268		-0.5010383	-0.23649287	-0.6644695	
343	343.0	"Anglo-Ethiopian"	"Britain"	"Ethiopia"	200	530	"12/1867"	"4/13/1868"	"."	1868	0	3	1	0	0	0		0	0	0	1075	1000	13088		1119683	0	1	"No"	5904.006	6	70.4	4745	0.54513776	1	1	1	1	1	1	0	0	0		495.2	1867.0	1866.0	3	3	3	4				4	4		-4.4491053	62.45689		0.0		6.9077554		9.479451	8.683387		6.204962	-1.1666329	-1.7705028	-0.20082575	-0.22140312	-0.97176343	-1.4285808	0.7758454	1.1049298	2.3738067	0.7342775	0.66494787	1.7716184		-0.47869268		1.0881019	1.267149		
127	127.0	"Italo-Ethiopian"	"Italy"	"Ethiopia"	325	530	"10/3/1935"	"5/5/1936"	"11/28/1941"	1936	1	0	0	0	0	1	1	2	2	0	29359	25000	500000	350000	1119683	0	1	"No"	4472.134	6	70.4	4745	0.54513776	1	1	1	1	1	1	0	0	0		786.9259	1935.0	1934.0	-9	-9	-9	-5	1	13634	141	-5	-5	216.0	-0.8061928	62.45689	0.010341792	0.0	5.3752785	10.126631	0.6063092	13.122363	8.405621		6.668134	1.05141	1.0117159	-0.17113821	-0.16714701	1.0416416	-0.03599909	-1.0344605	-0.35357755	2.3738067	0.7342775	0.66494787	1.7716184	0.5246422	0.8130131	0.46973625	0.61760914	1.0229203		-1.0553665
395	395.1	"Second Boer"	"Britain"	"Orange Free State"	200	564	"10/11/1899"	"3/13/1900"	"5/31/1902"	1900	1	0	1	0	0	1	0	2	2	1	6401	2610	86730	22500	129480	1	0	"No"	9339.073	6				0	0	0	0	0	1	1	1	1		1377.0698	1899.0	1898.0	7	7	7	4				4	4	154.0	-0.4007266			0.0	5.0369525	7.8671055		11.370555	9.141962		7.227713	1.05141	1.0117159	-0.19523546	-0.21776344	0.07343281	0.1189991	1.3792807	1.1049298					0.3511992	-0.0937141		2.2168162	1.6703558		
380	380.0	"Second Franco-Madagascan"	"France"	"Madagascar"	220	580	"6/16/1894"	"9/30/1895"	"1899"	1895	1	2	1	0	0	1	0	2	2	0	6294	6000	15431		581540	1	0	"No"	8769.471	6	32.8	2876	0.5990989	1	1	1	1	1	1	0	0	0		587.5333	1894.0	1893.0	7	7	7							472.0	-3.6293013	46.354946		0.0	6.156979	8.699514		9.644134	9.079032		6.375933	1.05141	1.0117159	-0.19534777	-0.21009976	-0.88074493	-1.115193	1.3792807		0.57868576	-0.21582992	0.9132335	0.89695764	0.9253814	0.24032411		2.0296528	1.6150239		
317	317.0	"Franco-Algerian"	"France"	"Algeria"	220	615	"6/15/1830"	"7/5/1830"	"12/23/1847"	1830	1	2	1	0	0	1	0	2	2	0	2300	1700	30000		2381740	0	1	"No"	1348.542	5	15.7	3043	0.015660819	1	1	1	1	1	1	0	0	0	487.0	487.0	1830.0	1829.0	-4	-4	-4							21.0	-4.374389	8.63304		0.0	3.0445225	7.4383836		10.308952	7.2067795	6.188264	6.188264	1.05141	1.0117159	-0.19953997	-0.21982065	-0.5133055	-1.4000189	-0.2801664		-0.23771234	-0.13093536	-1.7712774	-1.1521035	-0.67022103	-0.26575634		-0.40875864	-0.031172683	-1.4530699	
383	383.0	"Franco-Tunisian"	"France"	"Tunisia"	220	616	"4/28/1881"	"5/12/1881"	"1881"	1881	0	2	1	0	1	1	0	2	2	0			28000		163000	0	1	"0"	1482.184	6	2.8	1561		1	1	1	1	1	1	0	0	0	696.9535	696.9535	1881.0	1880.0	7	7	7		0	1549	111			15.0	-1.7615457		0.07165913	0.0	2.7080503			10.23996	7.301272	6.5467186	6.5467186	1.05141	1.0117159			-0.5514371	-0.40120327	1.3792807		-0.8535916	-0.8843111			-0.8427137			-0.36484578	0.05191073	-1.0071596	-0.3285839
226	226.0	"Iraq"	"United States"	"Iraq"	2	645	"3/20/2003"	"4/9/2003"	"."	2003	1	0	0	0	0	1		0	1	0	9343	9200	315263	375000	432162	1	1	"Internal"	9982.38	6	6.0	3608	0.024304366	1	1	1	1	1	1	1	1	1	1023.0	1023.0	2003.0	2002.0	10	10	10	-9				-9	-9	21.0	-0.3153933	4.215218		0.0	3.0445225	9.126959		12.661162	9.208577	6.930495	6.930495	-1.1666329	-0.37939346	-0.19214746	-0.20286562	0.78674006	0.15161958	1.8318571	-1.001803	-0.7008153	0.15628278	-1.7315068	-1.3920804	-0.67022103	0.41185373		2.4281976	1.7289279	-0.52974975	
65	65.0	"Anglo-Egyptian"	"Britain"	"Egypt"	200	651	"7/11/1882"	"9/15/1882"	"."	1882	1	0	0	0	0	0		0	0	0	2267	2200	17401	25000	995450	0	1	"No"	3515.291	6	1.0	2762	6.42925E-4	1	1	1	1	1	1	0	0	0	719.6047	719.6047	1882.0	1881.0	7	7	7		0	5669	577			67.0	-4.046667	0.5321463	0.10178162	0.0	4.204693	7.696213	-0.9465554	9.764283	8.164878	6.578702	6.578702	-1.1666329	-1.7705028	-0.1995746	-0.2186903	-0.8143393	-1.2747401	1.3792807		-0.9395282	-0.2737819	-1.8403777	-1.5921457	-0.075459115	-0.16229181	-0.14326492	0.30320424	0.81124485	-0.9673729	0.028452167
211	211.0	"Persian Gulf"	"Iraq"	"Kuwait"	645	690	"8/2/1990"	"8/2/1990"	"."	1990	1	0	0	0	0	0		2	2	0	2993	2793	100000	25000	17820	0	1	"No"	555.901	1	0.0	306	0.001683502	0	0	0	0	0	0	1	1	1	8108.0	8108.0	1990.0	1989.0	-9	-9	-9	-10	56672	2141	508	-10	-10	1.0	1.7248487	0.0841751	0.2372723	0.0	0.0	7.9348717	0.26584327	11.512925	6.32059	9.000607	9.000607	1.05141	1.0117159	-0.19881257	-0.21734974	0.15211956	0.931546	-1.0344605	-1.1638595	-0.98727083	-1.5222912	-1.8355898	-1.6164795	-2.230997	-0.06652014	0.3353356	-0.6692092	-0.8103636	2.045427	1.6343971
313	313.0	"First Anglo-Afghan"	"Britain"	"Afghanistan"	200	700	"2/1839"	"8/7/1839"	"12/1842"	1839	1	0	1	0	0	1	1	0	1	0	1217	1200	22000		647500	0	1	"No"	5713.522	6	65.6	7200	0.47264948	1	1	1	1	1	1	0	0	0		658.3	1839.0	1838.0	3	3	3	-6				-6	-6		-3.3820763	56.432472		0.0		7.090077		9.998797	8.650591		6.4896607	-1.1666329	-0.37939346	-0.20067671	-0.22095099	-0.68472534	-1.0206859	0.7758454	-0.51563394	2.1446424	1.9822785	0.33141536	1.4443709		-0.4055287		1.0255116	1.2383128		
356	356.0	"Second Anglo-Afghan"	"Britain"	"Afghanistan"	200	700	"11/21/1878"	"5/26/1879"	"4/1881"	1879	1	0	1	0	0	1	1	1	0	0	2250	2000	35300		647500	0	1	"No"	5713.522	6	65.6	7200	0.47264948	1	1	1	1	1	1	0	0	0		804.7907	1878.0	1877.0	3	3	3	-6				-6	-6	187.0	-2.9092357	56.432472		0.0	5.2311087	7.6009026		10.471639	8.650591		6.6905823	-0.057611503	-1.7705028	-0.19959246	-0.21914245	-0.4233902	-0.8399325	0.7758454	-0.51563394	2.1446424	1.9822785	0.33141536	1.4443709	0.45073348	-0.20053895		1.0255116	1.2383128		
225	225.0	"Afghanistan"	"United States"	"Afghanistan"	2	700	"10/7/2001"	"12/22/2001"	"."	2001	0	2	0	0	0	1		0	1	0	4002	4000			647500	1	1	"Internal"	11153.485	6	65.6	7200	0.47264948	1	1	1	1	1	1	1	1	1	507.0	507.0	2001.0	2000.0	10	10	10	-7	562	22722	4162	-7	-7	77.0		56.432472	0.1831705	0.0	4.3438053	8.294049	-1.7370392		9.319508	6.228511	6.228511	-1.1666329	-0.37939346	-0.1977535	-0.2146211			1.8318571	-0.6776903	2.1446424	1.9822785	0.33141536	1.4443709	-0.004143032	0.0776146	-0.45531243	2.8130062	1.8264645	-1.4030035	0.99313885
82	82.0	"Boxer Rebellion"	"Allies"	"China"	740	710	"6/17/1900"	"8/14/1900"	"1901"	1900	0	1	0	0	0	1	0	0	0	0	3003	2000	20900		9326410	1	1	"No"	2094.74	1	37.4	9002	0.274409	1	1	1	1	1	1	0	0	0	545.0	545.0	1900.0	1899.0	1	1	1	-6	233	425577	-9	-6	-6	59.0	-6.1008563	32.420452		0.0	4.0775375	7.6009026	-5.3602986	9.947504	7.647185	6.300786	6.300786	-1.1666329	-1.7705028	-0.19880208	-0.21914245	-0.71307474	-2.059998	0.47412774	-0.51563394	0.7983017	2.8983264	-0.5807273	0.14003327	-0.14064534	-0.20053895	-1.8856125	-0.1635686	0.35605812	-1.3130946	
139	139.14	"World War II"	"United States"	"Japan"	2	740	"12/7/1941"	"8/15/1945"	"."	1945	0	1	0	0	0	0		0	1	0	2254982	2200000	350000		377915	0	0	"External"	10916.746	6	14.7	3780	0.68431157	1	1	1	1	1	1	1	1	1	1346.0	1346.0	1941.0	1940.0	10	10	10	1	34266	72147	22004	1	1	1348.0	-0.076736145	41.56558	0.3049884	1.0	7.2063775	14.603968	3.417507	12.765689	9.298053	7.2048926	7.2048926	-1.1666329	-0.37939346	2.164928	4.749813	0.844511	0.24285142	1.8318571	0.6187607	-0.28545493	0.2437191	1.3053133	0.63679826	1.463356	2.609728	1.5794709	2.7352169	1.8076001	-0.18840443	2.4370232
367	367.0	"Third Anglo-Burmese"	"Britain"	"Burma"	200	775	"11/14/1885"	"11/27/1885"	"1895"	1885	1	2	1	0	0	1	0	2	2	0	274	250	9000	15000	657740	0	1	"No"	8535.663	6	35.6	5881	0.89295113	1	1	1	1	1	1	0	0	0	598.35486	598.35486	1885.0	1884.0	7	7	7							14.0	-4.291585	62.447556		0.0	2.6390574	5.521461		9.1049795	9.052009	6.394184	6.394184	1.05141	1.0117159	-0.2016665	-0.22309862	-1.1787306	-1.3683652	1.3792807		0.7123649	1.3117639	2.265304	1.7711112	-0.87808293	-1.0350002		1.952827	1.5912634	-1.1969093	
187	187.0	"Vietnamese-Cambodian"	"Vietnam"	"Cambodia"	816	811	"12/26/1977"	"1/7/1979"	"9/25/1989"	1979	1	0	0	0	0	1	1	0	1	0	8000	5000	150000	73000	176520	1	1	"Internal"	1059.38	1	1.0	1810	0.75226605	1	0	0	0	0	1	1	1	1	831.0	831.0	1977.0	1976.0	-7	-7	-7	-7	1384	6535	382	-7	0	378.0	-0.1627989	38.113304	0.058454476	0.0	5.934894	8.517193	-0.26773444	11.91839	6.9654393	6.72263	6.72263	-1.1666329	-0.37939346	-0.19355711	-0.21236043	0.37621653	0.20995207	-0.73274285	-0.6776903	-0.9395282	-0.75773174	1.617985	0.4492701	0.81152946	0.16716011	0.124703094	-0.50377315	-0.24337342	-0.7883293	-0.48509616
385	385.0	"Third Franco-Vietnamese"	"France"	"Vietnam"	220	816	"4/25/1882"	"8/20/1883"	"4/14/1885"	1883	0	1	1	0	0	1	0	2	2	0	2500	2000	10000		150000	0	1	"No"	9417.766	6	19.2	3143	0.30196407	1	1	1	1	1	1	0	0	0	572.1163	572.1163	1882.0	1881.0	7	7	7							483.0	-2.7080503	24.698204		0.0	6.1800165	7.6009026		9.2103405	9.150353	6.3493423	6.3493423	1.05141	1.0117159	-0.19933005	-0.21914245	-1.1204985	-0.763025	1.3792807		-0.070613265	-0.08010029	-0.45394108	-0.27944073	0.9371916	-0.20053895		2.2426734	1.677734	-1.2526916	
163	163.0	"Vietnam"	"North Vietnam"	"South Vietnam"	816	817	"8/2/1964"	"4/30/1975"	"."	1975	1	0	0	0	0	0		2	2	0	1250000	250000	363000	200000	173809	0	0	"No"	1139.648	1	19.2	3143	0.30196407	0	0	0	0	0	0	1	0	0	710.0	710.0	1964.0	1963.0	-7	-8	-8	-3	-9	19941	4707	-3	-3	3924.0	0.73644584	24.698204	0.23604634	0.0	8.274867	12.429216	2.528683	12.802158	7.0384746	6.565265	6.565265	1.05141	1.0117159	1.1100752	0.34150404	0.8646673	0.5537077	-0.73274285	-0.029464796	-0.070613265	-0.08010029	-0.45394108	-0.27944073	2.0111177	1.73702	1.228603	-0.47739825	-0.17915645	-0.98408794	1.619866
1106	1106.0	"East Timor"	"Indonesia"	"East Timor"	850	860	"12/7/1975"	"3/1/1976"	"2000"	1976	0	4	0	0	1	1	1	2	2	0		2500	10000		14874	1	1	"0"	2084.181	1			0.6496301	0	1	1	0	0	1	1	1	1		1497.0	1975.0	1974.0	-7	-7	-7							86.0	-0.39702964			0.0	4.454347	7.824046		9.2103405	7.6421313		7.3112183	1.05141	1.0117159		-0.21801211	-1.1204985	0.120412335	-0.73274285				1.1457374		0.052526288	-0.11099343		-0.16703816	0.35161474		
1100	1100.0	"British-Sindh"	"Britain"	"Sindh"	200		"2/17/1843"	"3/24/1843"	"1853"	1843	0	0	1	0	1	1	0	2	2	0	10250	10000	8000	16000	140000	0	1	"0"	2057.845	1				1	1	1	1	1	1	0	0	0		533.0	1843.0	1842.0	3	3	3							36.0	-2.862201			0.0	3.583519	9.2103405		8.987197	7.6294146		6.2785215	1.05141	1.0117159	-0.19119546	-0.20105708	-1.2438279	-0.82195246	0.7758454						-0.3939042	0.44531405		-0.17569177	0.34043342		
1101	1101.0	"Dutch-Acheh"	"Netherlands"	"Sultanate of Acheh"	210		"3/26/1873"	"1/15/1874"	"1904"	1874	0	0	1	0	1	1	0	2	2	0			13000		22500	0	1	"0"	9558.832	6				1	1	1	1	1	1	0	0	0		592.0	1873.0	1872.0	-3	-3	-3							296.0	-0.5485659			0.0	5.6903596			9.472705	9.165221		6.383507	1.05141	1.0117159			-0.97549206	0.06248433	-0.12930757						0.68616873			2.2890258	1.6908066		
1103	1103.0	"French-Dahomey"	"France"	"Dahomey"	220		"7/4/1892"	"11/17/1892"	"."	1892	0	0	1	0	1	0		2	2	0	3085	3000	4764		8000	1	1	"0"	4639.143	6	0.0	658	0.78195626	1	1	1	1	1	1	0	0	0		584.1667	1892.0	1891.0	7	7	7							137.0	-0.5183539	39.097813		0.0	4.919981	8.006368		8.4688425	8.442285		6.3701863	1.05141	1.0117159	-0.19871601	-0.21688178	-1.5303179	0.074033536	1.3792807		-0.98727083	-1.3433517	1.7545953	0.5027488	0.29123372	-0.037829433		0.672486	1.0551574		
1104	1104.0	"Formosa"	"Japan"	"Republic of Formosa"	740		"5/29/1895"	"10/21/1895"	"1902"	1895	0	4	0	0	1	1	0	2	2	0		6760	70049	100000	32260	0	1	"0"	2097.435	6	46.6	3997		1	1	1	1	1	1	1	1	0	650.0	650.0	1895.0	1894.0	1	1	1							146.0	0.7753669			0.0	4.983607	8.818778		11.15695	7.6484704	6.4769726	6.4769726	1.05141	1.0117159		-0.20838165	-0.04462473	0.5685861	0.47412774		1.2375333	0.3540312			0.32385153	0.28818354		-0.16268304	0.35718843	-1.0939221	
1105	1105.0	"Mahdist War"	"Britain"	"Mahdists"	200		"3/18/1896"	"9/2/1898"	"11/23/1899"	1899	0	0	1	0	1	1	0	2	2	0		15000	18000		2505813	1	1	"0"	4941.074	6	6.5	3187	0.5659217	1	1	1	1	1	1	0	0	0		594.26666	1896.0	1895.0	7	7	7							899.0	-4.9359965	31.546085		0.0	6.801283	9.615806		9.798127	8.505338		6.387328	1.05141	1.0117159		-0.18975373	-0.79563403	-1.6147054	1.3792807		-0.6769441	-0.05773286	0.7605789	0.0925375	1.2556841	0.6080235		0.77169627	1.1105975		
395	395.2	"Second Boer"	"Britain"	"Transvaal"	200		"10/11/1899"	"6/5/1900"	"5/31/1902"	1900	1	0	1	0	0	1	0	2	2	0	7741	3950	86730	22500	336720	1	0	"No"	9034.877	6				0	0	0	0	0	1	1	1	1		1377.0698	1899.0	1898.0	7	7	7							238.0	-1.3564519			0.0	5.4722705	8.281471		11.370555	9.108848		7.227713	1.05141	1.0117159	-0.19382897	-0.21473414	0.07343281	-0.24634746	1.3792807						0.5743652	0.07256716		2.1168616	1.6412396		
106	106.2	"World War I"	"Austria-Hungary"	"Montenegro"	300		"8/1/1914"	"12/4/1915"	"."	1915	1	0	0	0	0	0		2	2	1	2000	3000	333000	50000	14026	0	1	"No"	677.33	1			0.533829	1	0	1	1	0	1	1	1	1		1057.0	1914.0	1913.0	-4	-4	-4							491.0	3.1672297			0.0	6.196444	8.006368		12.715898	6.5181584		6.96319	1.05141	1.0117159	-0.19985485	-0.21688178	0.81699175	1.4829271	-0.2801664				0.61291397		0.94561315	-0.037829433		-0.6293093	-0.63664955		
426	426.0	"Sino-Tibetan"	"China"	"Tibet"	710		"10/7/1950"	"5/31/1951"	"."	1951	1	0	1	0	0	0		2	2	0	5000	3000	35000	8500	1288400	1	1	"No"	2564.807	1				0	1	1	0	0	1	1	1	1		448.0	1950.0	1949.0	-8	-8	-5							237.0	-3.6058083			0.0	5.46806	8.006368		10.463103	7.8496385		6.104793	1.05141	1.0117159	-0.19670598	-0.21688178	-0.42810765	-1.1062123	-0.88360167						0.57220674	-0.037829433		-0.009111308	0.53406745		
1107	1107.0	"Second Chechen War"	"Russia"	"Chechnya"	365		"8/7/1999"	"4/30/2000"	"2004"	2000	0	0	1	0	1	1	0	2	2	0			100000		17300	1	1	"0"	1499.377	1				1	1	1	1	1	1	1	1	1		5277.0	1999.0	1998.0	3	3	3							268.0	1.7544637			0.0	5.590987			11.512925	7.3128047		8.571113	1.05141	1.0117159			0.15211956	0.9428669	0.7758454						0.6352254			-0.3591964	0.062051043		
